,text,Trump,Biden,West,HOF
727,realDonaldTrump SAVE LIFE NEWLINE Vote VoteBlue VoteEarlyRemoveTrump RemoveTrumpNow VoteBlueToEndThisNightmare VoteBidenHarris BidenHarrisToSaveAmerica BidenHarris,Against,Favor,Neither,Non-Hateful
728,Get plan together VOTE VOTEBYMAILEARLY NEWLINE EarlyVoting BidenHarris NEWLINE NY Gov Cuomo may use National Guard Election Day NEWLINE,Neither,Favor,Neither,Non-Hateful
729,AOC Trump person you still tow line Sleepy Joe OBiden CumALegsUp Harris NEWLINE BidenHarris,Favor,Against,Neither,Hateful
730,its almost hard overstate much promoter Putin agenda Trump be not strongman persona autocracy Trump yearn for actual agenda away EU away NATO divide America,Against,Neither,Neither,Non-Hateful
731,Final poll result vote believe Trump win Biden still race next Tuesday Ill run again,Neutral mentions,Neutral mentions,Neither,Non-Hateful
732,DearAuntCrabby senatemajldr MoscowMitch constipate government except want carry agenda sense justice NEWLINE VoteBidenHarris VoteTrumpOut NEWLINE VoteBlue NEWLINE,Against,Favor,Neither,Non-Hateful
733,hope press break story wide open NEWLINE NEWLINE There OFFICIAL directive Trump White House direct people wear mask televise interview NEWLINE NEWLINE They wear camera during NEWLINE NEWLINE This FACT,Neutral mentions,Neither,Neither,Non-Hateful
734,Can t believe Andrew McCabe want draw open discovery phase full blow court hear hey choice NEWLINE Trump VoteInPerson,Favor,Neither,Neither,Non-Hateful
735,Trump Stomps First Debate,Neutral mentions,Neutral mentions,Neither,Non-Hateful
736,Proud tweet today hubby turn AbsenteeBallots Oakland County Clerk s office Michigan NEWLINE NEWLINE We vote straight DemocraticParty sure we re include BidenHarrisLandslide NEWLINE NEWLINE IVoted NEWLINE VoteEarly NEWLINE BidenHarris ToSaveAmerica NEWLINE VoteBlue,Neither,Favor,Neither,Non-Hateful
737,meenaharris best thing Ive hear second announcement President Elect Joe Biden Vice President Elect Kamala Harris,Neither,Favor,Neither,Non-Hateful
738,clairecmc make proud BidenHarris,Favor,Neither,Neither,Non-Hateful
739,TNSociallyMissy Trump supporter South Carolina,Neutral mentions,Neither,Neither,Non-Hateful
740,vote BidenHarris Democrats ballot Here s turn Texas blue TexasEarlyVoting BlueWave,Neither,Favor,Neither,Non-Hateful
741,realDonaldTrump arent available population develop last let alone years Enjoy last months office Inauguration Day BidenHarris,Against,Favor,Neither,Non-Hateful
742,cast ballot realDonaldTrump POTUS LETS GO MoreYears Trump KAGA,Favor,Neither,Neither,Non-Hateful
743,democrats try push trump leave Maybe itll work,Neutral mentions,Neither,Neither,Non-Hateful
744,FDRLST Wow Everything Dems accuse Trump do they ve themselves spell hypocrisy trump,Favor,Neither,Neither,Non-Hateful
745,Oh look y all trigger little whiny baby racist MAGats Constant victims like Donald Trump these Pass on BidenHarris Biden BidenHarrisLandslide,Against,Favor,Neither,Non-Hateful
746,LindseyGrahamSC Obamacawe disastew know it pwemiums go covewage stink Undew pwan SC wouwd get awmost biwwion new fund pwe exist condition covewage wiww pwotected wocawities wiww chawge facewess DC buweaucwat,Neither,Neither,Neither,Non-Hateful
747,Kevinliptakcnn nothing compare President say daily basis entire campaign build hate threats arrest political opponents NEWLINE NEWLINE resist BidenHarris,Against,Favor,Neither,Non-Hateful
748,would like see President Trump shoot cannon think would cheer quite bite,Against,Neither,Neither,Non-Hateful
749,Greg Palast NEWLINE NEWLINE With vote still yet count Joe Biden Kamala Harris already receive vote presidential ticket U S history million vote midday Wednesday accord Associated Press,Neither,Neutral mentions,Neither,Non-Hateful
750,Jesus whether Jews Israel need pay tax emperor Rome trick question st century debate make one thing clear confuse emperor God EvangelicalsAgainstTrump BidenHarris Jesus NEWLINE Say Trump truth lie LiarInChief,Against,Favor,Neither,Non-Hateful
751,I rarely get political account Trump say Don t afraid Covid kill Americans million people worldwide sound like mockery people lose friends family due COVID TrumpCovid politics Trump,Against,Neither,Neither,Non-Hateful
752,still think kamala harris seemingly jog park check phone like joe you it ahahaha joeee ahahaha,Neither,Neutral mentions,Neither,Non-Hateful
753,heart uf a king guess depend many black skin voters opt Trump vote likely Joe Biden Kamala Harris desperate get back Democrat fold offer Reforms guess voters vote head get result,Neutral mentions,Neutral mentions,Neither,Non-Hateful
754,KamalaHarris SenKamalaHarris need feet apart Pence also place large glass them BidenHarris,Neither,Favor,Neither,Non-Hateful
755,OwO Aftew emotionaw wowwew coastew da gwoup Democwats Abwoad Phiwippines haiws da incoming Biden pwesidency USVote BidenHawwis PwesidentEwectJoe Ewection Wesuwts,Neither,Favor,Neither,Non-Hateful
756,Yall its even want Joe Biden president its want Kamala VP,Neither,Mixed,Neither,Non-Hateful
757,VoteMarsha Bravo Welcome team Biden Harris NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
758,GOING HOME TODAY NEWLINE NEWLINE YOUR GOING NEED FIND NEW CRISIS NEWLINE NEWLINE Trump,Favor,Neither,Neither,Non-Hateful
759,TRUMP LEFT AMERICANS NEWLINE DEAD POOR HUNGRY NEWLINE NEWLINE Million Slipped Poverty Since May Federal Aid Dried Up NEWLINE NEWLINE WE VOTE OUT NEWLINE TrumpkillsAmerica NEWLINE ThursdayThoughts NEWLINE KidVicious NEWLINE NEWLINE,Against,Neither,Neither,Non-Hateful
760,short list Biden s AG Sally Yates I d go Dana Nessel shortlist Sally Yates,Neither,Neutral mentions,Neither,Non-Hateful
761,easy Would nice see trend alongside NEWLINE BidenHarris HarrisBiden BidenHarrisToSaveAmerica NEWLINE BidenCoalition,Neither,Favor,Neither,Non-Hateful
762,realDonaldTrump love sir continue fight get better Country need leadership MAGA forever Trump,Favor,Neither,Neither,Non-Hateful
763,PinkyD Theres two viable choices year Biden trump Thats it vote anyone else go nowhere,Neutral mentions,Neutral mentions,Neither,Non-Hateful
764,K JeanPierre Hubby vote today deposit ballot drop box excite vote next President Vice President Voted BidenHarris BidenHarrisToSaveAmerica,Neither,Favor,Neither,Non-Hateful
765,JoeBiden use proud public service roads emergency response social security post office medicare military protections FDA regulations legal service foreign aid Everyone pay fair share Biden,Neither,Favor,Neither,Non-Hateful
766,SethMacFarlane Biden offer break sentence racist statements yrs corruption break promise NEWLINE NEWLINE TrumpPence,Favor,Against,Neither,Non-Hateful
767,realDonaldTrump Behind fake expensive taxpayer stag lie mountains corruption lie yet trump Trump family realDonaldTrump go court misdeeds tax money re elect robber Barron instead VoteBlue NEWLINE,Against,Favor,Neither,Non-Hateful
768,themarketswork CARE TRUMP,Favor,Neither,Neither,Non-Hateful
769,President elect Joe Biden Vice President elect Kamala Harris greet drivers I Boston today by foot GBHMural,Neither,Neutral mentions,Neither,Non-Hateful
770,realDonaldTrump would take word Pope make believe TrumpsVirus Either write cause death death certificate lie everything else TrumpIsLying VoteBlue,Against,Favor,Neither,Non-Hateful
771,meenaharris join Granite State Women Biden Harris tomorrow night post debate recap conversation KamalaHarriss historic nomination mean young women women color NH RSVP here,Neither,Neutral mentions,Neither,Non-Hateful
772,hrenee would wade sea covid VoteHimOut BidenHarris,Against,Favor,Neither,Non-Hateful
773,LindseyGrahamSC Nope harrisonjaime worthier cause everyone Theyre tie partagain California flip Senate donate Jaime Harrison VoteBlue,Neither,Favor,Neither,Non-Hateful
774,Thomas Paine THank You cancel membership stay Sams Club Theyre better anyway need know bancostco samsclub trump costcosucks,Favor,Neither,Neither,Non-Hateful
775,hwinkler real Ill part make Birthday wish come true BidenHarris,Neither,Favor,Neither,Non-Hateful
776,Love India The artist world famous canvas communicate big message sand resonate like song heart sense feel behind sudarsansand KamalaHarris JoeBiden it,Neutral mentions,Neutral mentions,Neither,Non-Hateful
777,Suburban women like anyone else tonight save suburbs Obama Biden s zone low income project NEWLINE NEWLINE Booker stone cold loser charge program wipe suburbs NEWLINE NEWLINE Ask suburban women please like,Neither,Against,Neither,Non-Hateful
778,realDonaldTrump say afraid COVID NEWLINE NEWLINE This best message president give nation NEWLINE NEWLINE Message hope courage true practical science resilience NEWLINE NEWLINE TrumpCovid NEWLINE TrumpCovid NEWLINE trump NEWLINE NEWLINE,Favor,Neither,Neither,Non-Hateful
779,Independent think TEXAS Democrats forsake Joe Biden Kamala Harris plan destroy Americas oil gas industry destroy millions job destroy Energy Independence make us dependent Middle East Russia China Trump Landslide,Favor,Against,Neither,Non-Hateful
780,mcuban Great move support BidenHarris MikeBloomberg BillGates ayanaeliza randyk,Neither,Favor,Neither,Non-Hateful
781,Please Lets let another happen BidenHarris VoteHimOut DumpTrump,Against,Favor,Neither,Non-Hateful
782,davidsiders Blackdi politico Im white woman college degree live suburbs guarantee you would never life vote clown like joe kamala Trump,Favor,Against,Neither,Non-Hateful
783,cant good person support Trump McConnell Lindsey Graham cant,Against,Neither,Neither,Non-Hateful
784,trump Biden campaign explain toothpaste,Favor,Neutral mentions,Neither,Non-Hateful
785,I m watch Trump town hall Definitely chance crazy shit go there,Against,Neither,Neither,Non-Hateful
786,Two register Republicans vote country party NEWLINE NEWLINE Kudos thank Jen NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
787,Chawal Insan journalist persons disgrace US media MAGA,Favor,Neither,Neither,Non-Hateful
788,Birthday setup love Trump realDonaldTrump,Favor,Neither,Neither,Non-Hateful
789,White Supremacists Taliban common violent extremists support Trump NEWLINE NEWLINE Very fine people,Against,Neither,Neither,Non-Hateful
790,Thank You NEWLINE NEWLINE Its NEWLINE TrumpPence,Favor,Neither,Neither,Non-Hateful
791,Trump Very Disappointed Durham Report Wont Come Election,Neutral mentions,Neither,Neither,Non-Hateful
792,Fox News story detail circumstances Biden move Spoiler understandable least me Trump think be,Against,Neutral mentions,Neither,Non-Hateful
793,Well take Chachi James Wood Angelinas dad well raise one Captain Sullenberger Captsully BidenHarris Vote,Neither,Favor,Neither,Non-Hateful
794,Biden honor sacrifice service members military Biden,Neither,Favor,Neither,Non-Hateful
795,MollyJongFast White Supremacists dance around say I president trump disavow white Supremacists That s say TrumpIsARacist WorstTrumpEver BidenHarris,Against,Favor,Neither,Non-Hateful
796,Biden tell GOP senators Just power something doesnt absolve responsibility right American people Summon conscience stand system check balance Biden,Neither,Neutral mentions,Neither,Non-Hateful
797,Mr multiple bankruptcies leader party cut run surprise one terminate stimulus deal run away pout know NEWLINE NEWLINE VoteBlueToSaveAmerica BidenHarris,Neither,Favor,Neither,Non-Hateful
798,Twitter Tiktok top social media platforms clock Trump step line Joe Kamala Hold everyone ACCOUNTABLE,Neutral mentions,Against,Neither,Non-Hateful
799,keep refresh see Pence Covid,Against,Neither,Neither,Non-Hateful
800,cant claim know love God hate enemy must become unite Please spread kindness love thankapoliceofficerday BlackLivesMatter Trump AllLivesMatter BidenHarris,Neutral mentions,Neutral mentions,Neither,Non-Hateful
801,Looks like realDonaldTrump TeamTrump SenateGOP LOST lot support last night Trump tell white supremist extremist militia stand by know he s plan attack Americans must something really bad hide DumpTrump VoteBlue Resis,Against,Favor,Neither,Non-Hateful
802,Wish ballot look like NEWLINE NEWLINE Joe Biden Kamala Harris NEWLINE Donald Trumo Mike Pence NEWLINE Jo Jorgensen care NEWLINE Howie Hawkins didnt check NEWLINE ABOLISH PRESIDENCY FOREVER,Neutral mentions,Neutral mentions,Neither,Non-Hateful
803,latrumpster bblock kayleighmcenany Advice convey trump Probably negative person planet Certainly harmful,Against,Neither,Neither,Non-Hateful
804,Thank you Matt matter vote past plan vote future year important vote BidenHarris BidenCoalition RepublicansForBiden,Neither,Favor,Neither,Non-Hateful
805,Said before Sayin again NEWLINE Women seethe years misogyny NEWLINE Youth see injustices NEWLINE Minorities see hatred NEWLINE The poor marginalize leave dead him NEWLINE Seniors refuse sacrifice economy Trump NEWLINE Vote BidenHarris,Against,Favor,Neither,Non-Hateful
806,Much there families friends disagree literally millions know someone die Covid NEWLINE TrumpCovid NEWLINE FireTrump Biden BlueWave FlipTheSenate NEWLINE VoteBidenHarris,Against,Favor,Neither,Non-Hateful
807,POTUS Golden Touch Follow Back Patriot Accounts FillTheSeatNOW MAGA TRUMP ToSaveAmerica,Favor,Neither,Neither,Non-Hateful
808,ChrisWallace Youre liberal socialist democrat protect Joey debate Retire Fired NEWLINE Trump FoxNews,Favor,Against,Neither,Non-Hateful
809,donwinslow Bruce springsteen watch new video twice cry time heart break PA entire country become challenge monster trump hope Anerica watch powerful video vote devil out,Against,Neither,Neither,Hateful
810,know yrs radical Rosa DeLauro hopelessly touch routinely call SpeakerPelosi PeLoSises try insult call female Donald Trump FOX News interview Ummm thank you K Y A,Neutral mentions,Neither,Neither,Non-Hateful
811,SenatorCollins may way save face Advocate wait till election Senate vote say Well would prefer wait vote Works me Trump SCOTUSnominee,Favor,Neither,Neither,Non-Hateful
812,KamalaHarris H N deaths world wide NEWLINE Deaths US NEWLINE US deaths compare world wide from NEWLINE NEWLINE Covid deaths world wide NEWLINE deaths US NEWLINE US deaths compare world wide NEWLINE NEWLINE But BarackObama fail BidenHarris,Neither,Favor,Neither,Non-Hateful
813,jnaneswari AlfredDKulikMD Phil Lewis Liselle V abbydphillip Events less organic may first appear DNC never want Joe Biden President mean end vote Joe vote blue matter who Kamala Trump,Neutral mentions,Mixed,Neither,Non-Hateful
814,say all Trump international threat point must remove Pence fill Joe Kamala officially move in,Against,Favor,Neither,Non-Hateful
815,ReaIDonTrump michaelbeatty JusticeAmyConey Great choice Mr President Faith great job KAG TRUMP ACB,Favor,Neither,Neither,Non-Hateful
816,jonathanvswan Seems like theyve resign Trump defeat,Against,Neither,Neither,Non-Hateful
817,Win lose dont think Joe Kamala texting everyday election NEWLINE BidenHarris BlueWave,Neither,Favor,Neither,Non-Hateful
818,Hey realDonaldTrump appreciate risk life vehicle you reassure country nothing change still batshit crazy Point make go back hospital please COVIDIOTS COVID TrumpVirus TrumpCoupPlot Biden,Against,Favor,Neither,Hateful
819,Im from people dont pay tax a k a break law call crimials THUGS FOH BidenHarris,Neither,Favor,Neither,Hateful
820,father die Covid alone hospital say goodbye phone Trump get joyride sooth desperate need attention endanger live Secret Service people car him hell enable him,Against,Neither,Neither,Non-Hateful
