HITId,tweet,sentiment,directness,annotator_sentiment,target,group
733,@user @user لست سوى حثاله مثل اسيادك ايها الخنزير المتشرد .. طبل اجوف تردد مايقولون .. ارعبكم محمد بن… @url,hateful,direct,disgust,other,individual
734,تخرج إلى الشارع متبرجة وتقول الإيمان بالقلب,normal,indirect,indifference,other,women
735,@user @user خنازير الجزيره تربيه يهود,hateful,indirect,indifference,origin,other
736,دول الخليج في الماضي فقيره منعدمه العراق وسوريه ومصر وفلسطين واليمن مزدهرين فسقانين لم يهتموا بالبدو الرحل اكلي الض… @url,offensive,indirect,shock,origin,other
737,@user @user خنازير الجزيرة العبرية,abusive_hateful,direct,shock_disgust,origin,other
738,@user مافي خنزير غير تفكيركم يبنات الكلبب!!!,offensive,direct,shock,other,other
739,@user @user على شنو نحسدك على بول البعير الي تشربه لو على النعال الي تلبسه لو على ثقافتك البعرورية.… @url,abusive_hateful,direct,shock,origin,individual
740,@user @user @user قصدك مو مواطن قطري المقصد انك خنزير مرتزقه وانت على واحد مثلك  ويخب عليك,offensive,direct,indifference,origin,other
741,@user @user على وقتها انتو كنتو على بول البعير,offensive,direct,shock,origin,other
742,لو كانت متبرّجة منحرفة مثل عهد ... لأقاموا الدنيا ولم يقعد… @url,normal,direct,confusion_indifference,gender,women
743,يا بايره ياللي گل دفعتگ مخطوبيين ..,abusive_disrespectful,direct,indifference,other,individual
744,@user @user نعم بول البعير علاج وفِي السنه روى عن ذلك ويوجد حديث عنه,normal,direct,indifference_disgust,other,individual
745,تصيب البرؤساء الافارقة الضعفاء اسماعيل قيلي وئيس جيبوتي  وفرماجو رئي… @url,normal,indirect,indifference,origin,african_descent
746,بول البعير اصلي @user,abusive_disrespectful,indirect,indifference,origin,other
747,@user وانت خنزير ماله إلا الشبك ! سلم العالم من ارهابكم بعد الإغلاق ولن يفتح,abusive_hateful,indirect,indifference,other,individual
748,اي امرأة متبرجة نازعة حجابها لاتشرفنا كا رجال وليس ذكور ولن نفكر نرتبط بها اشوفها نازعه حجابها كمية استحقا…,normal,direct,shock_disgust,gender,women
749,حبيتك وقلبى رافض يحب حاجه تانى,normal,direct,indifference,other,other
750,و أنا رجل عمري تعرضت لتحرش من بنت .. التحرش ليس مزحة @url,offensive,indirect,indifference,gender,women
751,هذي عيشته خنازير ومنافقين وكلابت حكومات طاغيه هذولا الي يعبدون حاكم الدوله يحسبون اهو الي خالقهم هذولا الي يبيعون ا… @url,offensive,direct,indifference,other,other
752,@user @user ماهو مبرر ياكثر الحريم الباردات بالجنس ومع ذالك كايخون زوجته + كفوكم سواق,offensive,direct,shock,gender,women
753,انا ما اقول مجانين لما اشوف هندوس في نهر الغانج، او بوذيين يمارسون اليوغا في معبد او يهود عند حائ… @url,disrespectful_normal,direct,confusion_disgust,other,other
754,- سلام الحريم,offensive,indirect,indifference,other,women
755,وزود على هذا (الحريم) مايتقاعدن,offensive,indirect,indifference,gender,women
756,هذا فريقكم بدونه يا خنازير ♥️ @url,abusive_disrespectful,direct,indifference_disgust,other,other
757,@user @user @user برضه انت فتحت حساب جديد علشان ترد علي بول البعير احسن من انه اتجادل مع… @url,abusive_disrespectful,direct,indifference,other,individual
758,@user @user محامي ايش محامي خنازير او قرود,offensive_hateful,indirect,anger_disgust,other,individual
759,وعلـمـتني بان فالهند هـنـدوس ٍ مجوس  وكـ…,normal,direct,indifference,religion,indian/hindu
760,على مهلك خدينك بحلمك لوين يا رامز لجوا له ولي لبرا بتاخدا وبتكزدرها وسنفرلو عل السنفريان ،وصل بول البعير… @url,offensive,indirect,anger_indifference,other,other
761,@user @user هذا مستواكم يا شاربي بول البعير لا يخرج من أفواهكم الا السب والشتم .وتقهركم الحقيقة ،ومن… @user,offensive,indirect,indifference,other,other
762,إن شاء الله من هالحال واردى فريق كريه خنازير,abusive_disrespectful,indirect,indifference,other,other
763,@user @user ما اتقبل الي يأذي حتى لو كان مسيحي احترمهم عندما لا يكونو بوجهين لا يقولون ملتزمة وهي متبرجة وم… @url,normal,direct,sadness,religion,christian
764,تنبيه #خنازير_تميم_الالكترونية تباشر حملة بلاغات ومحاولة اختراق   الحسابات النشطة في وسائل التواصل الاجتماعي.. من القهر اللى فيهم,abusive_disrespectful,indirect,indifference,origin,other
765,@user @user كما راك تضرب خط الرمل ف المتحجبة والمتجلببة والتي تمثل دور العفيفة سوء كانت متحجبة ام متبرجة,offensive,indirect,shock_disgust,other,women
766,هل تقبل العشاء بعد الحريم ؟ وهل تراه شي عادي وغير مقزز؟,offensive,direct,sadness,other,women
767,@user @user احنا الغجر يا بدو؟  يا راعية الابل لا تكثرين من شرب بول البعير... ما حدا طايقكن هالايام مشكل… @url,offensive,direct,shock,other,individual
768,@user هاي طالع جزء منكم وهما مصدكين نفسهم دوله تبا لكم يا شاربي بول البعير,hateful,indirect,shock,origin,other
769,@user وين الغلط بالموضوع كلامة واقعي ماحد يعطي ابتكم وجة ي الحريم,disrespectful_normal,indirect,indifference,origin,women
770,#المشنوق_ضمير_السنه من يوم يا عرصا وانا حاسس انك عرص كلب وسخ كس اختك ع اخت ضميرك يا خنزير. عم تلعب على الشيخ سعد وعلى الشعب لبناني,abusive_offensive,indirect,shock,other,individual
771,هذا وسخ وذاك اوسخ منه بكذا تعادلة الكفه,offensive,indirect,indifference,other,other
772,بيان الأزهر بشأن التحرش الجنسي يظهر الصراع بين التيار الإصلاحي  والقائمين على الأزهر، #البوصلة_مع_إسلام_بحيري… @url,normal,indirect,indifference_disgust,other,other
773,@user @user لحم خنزير,normal,indirect,indifference_disgust,origin,individual
774,@user @user طلع صوتكم يا شاربي بول البعير، شفناكم باليمن سنين و مش قادرين الا عالاطفاال ....تهربون مثل ال… @user,hateful,direct,shock,origin,other
775,@user @user على مقياس لا يفهمه الحريم,normal,indirect,indifference_disgust,other,women
776,@user @user @user ذكرت لك صفتهم فوق ويخسون لا هم ولا غيرهم أدافع عن خنازير ، ولهذا السبب امنع محارمي من… @url,hateful,indirect,anger_disgust,other,other
777,@user @user ههههههههههههههههههه لا تلومية اصلا شرب من بول البعير وهوه مش متعود علية,hateful,indirect,shock_disgust,origin,individual
778,@user @user @user انت تحتاج   ي. بين الهاء والميم. ويصبح اسمك صحيح  لذلك اشرب قدح بول البعير ونام,abusive_hateful,indirect,indifference,origin,arabs
779,اي قانون التحرش لعب بهم,hateful_normal,indirect,indifference,gender,other
780,@user وانت ليه تحتاج لمصرى او هندى متى تصبحون اذكياء وتصلحونه بانفسكم يا بول البعير؟,abusive_offensive_hateful_disrespectful,direct,anger_disgust,origin,arabs
