,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
4503,zampieri2019: Offensive Posts in Social Media,    No there s no equivalence It s not both sides Conservatives contrived controversies division and refusal to acknowledge basic facts will be our biggest obstacles for the foreseeable future ,0,No equivalence It side Conservatives contrived controversy division refusal acknowledge basic fact biggest obstacle foreseeable future,No equivalence It side Conservatives contrived controversy division refusal acknowledge basic fact biggest obstacle foreseeable future
4504,zampieri2019: Offensive Posts in Social Media,    How do you come up with all these lies You have not done a thing as far as gun control Open your eyes Obama your hero had years in office All your doing is sucking around for the last minute vote ,2,How come lie You done thing far gun control Open eye Obama hero year office All sucking around last minute vote,How come lie You done thing far gun control Open eye Obama hero year office All sucking around last minute vote
4505,zampieri2019: Offensive Posts in Social Media,  And tell us the context how much has overall network TV viewership gone down during the same period Oh about the same Snooze ,0,And tell u context much overall network TV viewership gone period Oh Snooze,And tell u context much overall network TV viewership gone period Oh Snooze
4506,zampieri2019: Offensive Posts in Social Media,  And niggas still gonna complain about geno ffs,2,And nigga still gonna complain geno ffs,And nigga still gonna complain geno ffs
4507,zampieri2019: Offensive Posts in Social Media,  If only Martin were as obsessed about Christ as he is with homosexuality ,2,If Martin obsessed Christ homosexuality,If Martin obsessed Christ homosexuality
4508,zampieri2019: Offensive Posts in Social Media,    Return of the milk snatcher just when you thought Tories could sink no lower ,0,Return milk snatcher thought Tories could sink lower,Return milk snatcher thought Tories could sink lower
4509,zampieri2019: Offensive Posts in Social Media,                                                  Well hello there,0,Well hello,Well hello
4510,zampieri2019: Offensive Posts in Social Media,    We ll stop when the Democrats stop using the victims of school shootings for their gun control agenda ,2,We stop Democrats stop using victim school shooting gun control agenda,We stop Democrats stop using victim school shooting gun control agenda
4511,zampieri2019: Offensive Posts in Social Media,  You are a big blot on the dharmic Kashmiri Pandits community In the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans hinduphobia ,2,You big blot dharmic Kashmiri Pandits community In name modernity lost sanity reflects way supported loony woman hinduphobia,You big blot dharmic Kashmiri Pandits community In name modernity lost sanity reflects way supported loony woman hinduphobia
4512,zampieri2019: Offensive Posts in Social Media,  Republican dominated Chamber of Commerce won t let him Just like NRA ties his hands in any gun control He d like us to think he s in charge of everything ,0,Republican dominated Chamber Commerce let Just like NRA tie hand gun control He like u think charge everything,Republican dominated Chamber Commerce let Just like NRA tie hand gun control He like u think charge everything
4513,zampieri2019: Offensive Posts in Social Media,  Becoming We find out about a sex change ,0,Becoming We find sex change,Becoming We find sex change
4514,zampieri2019: Offensive Posts in Social Media,   years mate ,0,year mate,year mate
4515,zampieri2019: Offensive Posts in Social Media,   Attention lefties demanding gun control Most of these shooters are left wing You don t get to shoot congressman and create violent chos and then demand we normal people disarm ,2,Attention lefty demanding gun control Most shooter left wing You get shoot congressman create violent chos demand normal people disarm,Attention lefty demanding gun control Most shooter left wing You get shoot congressman create violent chos demand normal people disarm
4516,zampieri2019: Offensive Posts in Social Media,   HYT ENEMY OF THE PEOPLE,2,HYT ENEMY OF THE PEOPLE,HYT ENEMY OF THE PEOPLE
4517,zampieri2019: Offensive Posts in Social Media,  Googlecide Death by don t be evil corp inspiring the Internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the Googlesplaining ,2,Googlecide Death evil corp inspiring Internet bill right preventing leftist oligarchy erasing people based political belief transforming western civilization totalitarian state controlling nearly aspect life via Googlesplaining,Googlecide Death evil corp inspiring Internet bill right preventing leftist oligarchy erasing people based political belief transforming western civilization totalitarian state controlling nearly aspect life via Googlesplaining
4518,zampieri2019: Offensive Posts in Social Media,  Where were these morons when the Groper Trudeau and his lying Liberals stomped all over our Charter with their Values Test Where was Holt Renfrew s favourite shopper Horwath Premier Ford is trying to save taxpayers money Maybe that s what bugs Horwath ,2,Where moron Groper Trudeau lying Liberals stomped Charter Values Test Where Holt Renfrew favourite shopper Horwath Premier Ford trying save taxpayer money Maybe bug Horwath,Where moron Groper Trudeau lying Liberals stomped Charter Values Test Where Holt Renfrew favourite shopper Horwath Premier Ford trying save taxpayer money Maybe bug Horwath
4519,zampieri2019: Offensive Posts in Social Media,  Would you know who she is ,0,Would know,Would know
4520,zampieri2019: Offensive Posts in Social Media,    He is cute ,0,He cute,He cute
4521,zampieri2019: Offensive Posts in Social Media,  Bill O REILLY it can happen because people like you will not speak out Against YOUR POTUS AND NRA about GUN control ,2,Bill O REILLY happen people like speak Against YOUR POTUS AND NRA GUN control,Bill O REILLY happen people like speak Against YOUR POTUS AND NRA GUN control
4522,zampieri2019: Offensive Posts in Social Media,  He is desperate to get into the White House so he can shut down any investigations that go straight to Obama and Biden ,0,He desperate get White House shut investigation go straight Obama Biden,He desperate get White House shut investigation go straight Obama Biden
4523,zampieri2019: Offensive Posts in Social Media,  Why are people exressing shock at what a majority government does when in government This is a fact of life I E Check out what the Liberals both previously provincially and currently federally did and do Hello ,0,Why people exressing shock majority government government This fact life I E Check Liberals previously provincially currently federally Hello,Why people exressing shock majority government government This fact life I E Check Liberals previously provincially currently federally Hello
4524,zampieri2019: Offensive Posts in Social Media,When under siege over a BS stand double down CultLogic MAGA ,0,When siege BS stand double CultLogic MAGA,When siege BS stand double CultLogic MAGA
4525,zampieri2019: Offensive Posts in Social Media,   Guys have bad games It s the game It humbles everyone Stafford has been very rusty and inconsistent this year games in He is missing the long down field passes that flip the game,0,Guys bad game It game It humbles everyone Stafford rusty inconsistent year game He missing long field pass flip game,Guys bad game It game It humbles everyone Stafford rusty inconsistent year game He missing long field pass flip game
4526,zampieri2019: Offensive Posts in Social Media,   Thank G d that he is gone for now hopefully for GOOD ,0,Thank G gone hopefully GOOD,Thank G gone hopefully GOOD
