corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hate-speech-dataset,I considered it being `` ethnically cleansed '' from my childhood home,2,I considered  ethnically cleansed  childhood home,I considered  ethnically cleansed  childhood home
hate-speech-dataset,"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",2,When entire nonWhite world breathing neck waiting opportunity kill  anything protect selfdefense ,When entire nonWhite world breathing neck waiting opportunity kill  anything protect selfdefense 
hate-speech-dataset,Because there were already two other threads on it .,0,Because already two threads ,Because already two threads 
hate-speech-dataset,You can click `` New Posts '' on the red bar before you wanna create a new thread to see if the news was already posted or not .,0,You click  New Posts  red bar wan na create new thread see news already posted ,You click  New Posts  red bar wan na create new thread see news already posted 
hate-speech-dataset,Don't you ever find it strange that Al Qaeda seems to move to where Washington wants it 's troops ?,0,Do nt ever find strange Al Qaeda seems move Washington wants s troops ,Do nt ever find strange Al Qaeda seems move Washington wants s troops 
hate-speech-dataset,"Oh look , Al Qaeda is now over there .",0,Oh look  Al Qaeda ,Oh look  Al Qaeda 
hate-speech-dataset,"I do not blame you , Ottawa like all of our cities is a multicultural hell .",2,I blame  Ottawa like cities multicultural hell ,I blame  Ottawa like cities multicultural hell 
hate-speech-dataset,The race traitors sicken me too .,2,The race traitors sicken ,The race traitors sicken 
hate-speech-dataset,I did the National Geographic test .,0,I National Geographic test ,I National Geographic test 
hate-speech-dataset,It took 2 months before I got the results back .,0,It took  months I got results back ,It took  months I got results back 
hate-speech-dataset,"I turned out that I was a euromutt and not completely pureblood : 45 % north european , 35 % Med , and 18 % south west asian",0,I turned I euromutt completely pureblood    north european    Med    south west asian,I turned I euromutt completely pureblood    north european    Med    south west asian
hate-speech-dataset,I usually use Powerade or Sqwincher .,0,I usually use Powerade Sqwincher ,I usually use Powerade Sqwincher 
hate-speech-dataset,"Sqwincher - Sports Drink - Isotonic Beverage Sqwincher mixes with water also , it is usually found at workwear or welding shops and is aimed at the construction market instead of athletes .",0,Sqwincher  Sports Drink  Isotonic Beverage Sqwincher mixes water also  usually found workwear welding shops aimed construction market instead athletes ,Sqwincher  Sports Drink  Isotonic Beverage Sqwincher mixes water also  usually found workwear welding shops aimed construction market instead athletes 
hate-speech-dataset,Cheaper too .,0,Cheaper ,Cheaper 
hate-speech-dataset,"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",2,I suppose re trying funny  s really effort continue demonizing Germans propagating Holocau  ,I suppose re trying funny  s really effort continue demonizing Germans propagating Holocau  
hate-speech-dataset,"It's not my responsibility to locate , isolate or else eliminate trolls at this site , nor do I wish to defend this person in any way .",0,It s responsibility locate  isolate else eliminate trolls site  I wish defend person way ,It s responsibility locate  isolate else eliminate trolls site  I wish defend person way 
hate-speech-dataset,"However , Loki is a trickster god within Norse mythology .",0,However  Loki trickster god within Norse mythology ,However  Loki trickster god within Norse mythology 
hate-speech-dataset,"In concerns of ' chaos ' , within Greek mythology Chaos was held to be the primal space between heaven and earth , being mother to all substances arising from air .",0,In concerns  chaos   within Greek mythology Chaos held primal space heaven earth  mother substances arising air ,In concerns  chaos   within Greek mythology Chaos held primal space heaven earth  mother substances arising air 
hate-speech-dataset,"As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",0,As Satan  word comes root word meaning  adversary  taken imply singular rather anyone adverse nature  word  opponent ,As Satan  word comes root word meaning  adversary  taken imply singular rather anyone adverse nature  word  opponent 
hate-speech-dataset,"In consideration of the word ' satan ' , within such a context the notion of satan worship ( to worship ones adversary ) is an altogether stupid thought .",0,In consideration word  satan   within context notion satan worship  worship ones adversary  altogether stupid thought ,In consideration word  satan   within context notion satan worship  worship ones adversary  altogether stupid thought 
hate-speech-dataset,"Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .",2,Then  modern age white youth emulating negroes white adults groveling feet juden  perhaps s appropriate word ,Then  modern age white youth emulating negroes white adults groveling feet juden  perhaps s appropriate word 
hate-speech-dataset,I am within an hour from Saskatoon .,0,I within hour Saskatoon ,I within hour Saskatoon 
hate-speech-dataset,Great to see there are a few others that are absolutely at the end of their rope with the virus we have sucking this province and country dry .,0,Great see others absolutely end rope virus sucking province country dry ,Great see others absolutely end rope virus sucking province country dry 
hate-speech-dataset,I've got two knife blocks on the counter .,0,I ve got two knife blocks counter ,I ve got two knife blocks counter 
hate-speech-dataset,One has a pretty nice mid-level quality knife set I got from an old employer in 2005 iirc and the other is loaded with a full set of the Old Hickory knives .,0,One pretty nice midlevel quality knife set I got old employer  iirc loaded full set Old Hickory knives ,One pretty nice midlevel quality knife set I got old employer  iirc loaded full set Old Hickory knives 
hate-speech-dataset,I like them .,0,I like ,I like 
hate-speech-dataset,I sat up with my eldest son till 5 am to watch a fight that went 14 secs .,0,I sat eldest son till  watch fight went  secs ,I sat eldest son till  watch fight went  secs 
hate-speech-dataset,I would do it again .,0,I would ,I would 
hate-speech-dataset,Facebook account helps me fo example if im not present in school .,0,Facebook account helps fo example im present school ,Facebook account helps fo example im present school 
hate-speech-dataset,I can easily get homework from my classmates .,0,I easily get homework classmates ,I easily get homework classmates 
hate-speech-dataset,I have 6 people as `` friends '' only .,0,I  people  friends  ,I  people  friends  
hate-speech-dataset,I have no doubt Los Angeles is a cess pool .,2,I doubt Los Angeles cess pool ,I doubt Los Angeles cess pool 
hate-speech-dataset,If you thought Canada was mostly whites you must have avoided cities .,0,If thought Canada mostly whites must avoided cities ,If thought Canada mostly whites must avoided cities 
hate-speech-dataset,Hearing the Wagner at the end of that video made me want to charge of into the night with a sword .,0,Hearing Wagner end video made want charge night sword ,Hearing Wagner end video made want charge night sword 
hate-speech-dataset,"Remember to not make it just about being anti-everyone else , but to also make it about them being proud of their own family heritage .",0,Remember make antieveryone else  also make proud family heritage ,Remember make antieveryone else  also make proud family heritage 
