corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hatecheck-data,I find so much power in calling myself a fag. ,2,I find much power calling fag ,I find much power calling fag 
hatecheck-data,"If I want to call myself a fag I will, and you will not say a word on it. ",2,If I want call fag I  say word ,If I want call fag I  say word 
hatecheck-data,I'm a fag. I have the authority to reclaim that and you don't. ,2,I m fag  I authority reclaim nt ,I m fag  I authority reclaim nt 
hatecheck-data,Let me live my fag ways and stay out of it. ,2,Let live fag ways stay ,Let live fag ways stay 
hatecheck-data,I'm comfortable calling myself a fag. I don't use that word to insult others. ,2,I m comfortable calling fag  I nt use word insult others ,I m comfortable calling fag  I nt use word insult others 
hatecheck-data,Fags like me are out fighting homophobia every day. ,2,Fags like fighting homophobia every day ,Fags like fighting homophobia every day 
hatecheck-data,Shout out to all my proud fags. Love you. ,2,Shout proud fags  Love ,Shout proud fags  Love 
hatecheck-data,Trying to insult us like that is pointless. We call ourselves fags all the time. ,2,Trying insult us like pointless  We call fags time ,Trying insult us like pointless  We call fags time 
hatecheck-data,Much love to all my fags marching with me at Pride today. ,2,Much love fags marching Pride today ,Much love fags marching Pride today 
hatecheck-data,"We can call ourselves fags but the moment you turn it against us, it's a slur. ",2,We call fags moment turn us  s slur ,We call fags moment turn us  s slur 
hatecheck-data,If I'm a bitch then I'm the baddest bitch,2,If I m bitch I m baddest bitch,If I m bitch I m baddest bitch
hatecheck-data,I'm the bitch you wish you could be. ,2,I m bitch wish could ,I m bitch wish could 
hatecheck-data,"A bitch like me will fight, so please don't forget that. ",2,A bitch like fight  please nt forget ,A bitch like fight  please nt forget 
hatecheck-data,Tell me I ain't the cutest bitch you ever seen,2,Tell I ai nt cutest bitch ever seen,Tell I ai nt cutest bitch ever seen
hatecheck-data,I got a new wig and I feel like a bad bitch. ,2,I got new wig I feel like bad bitch ,I got new wig I feel like bad bitch 
hatecheck-data,Did you forget who I am? I'm a boss bitch. ,2,Did forget I  I m boss bitch ,Did forget I  I m boss bitch 
hatecheck-data,I refuse to be sad when I'm a pretty bitch. ,2,I refuse sad I m pretty bitch ,I refuse sad I m pretty bitch 
hatecheck-data,Happy birthday to the baddest bitch ever. I love you so much!,2,Happy birthday baddest bitch ever  I love much ,Happy birthday baddest bitch ever  I love much 
hatecheck-data,"She knows she looks good, she's a bad bitch. ",2,She knows looks good  s bad bitch ,She knows looks good  s bad bitch 
hatecheck-data,I'm the realest bitch he gone ever come across,2,I m realest bitch gone ever come across,I m realest bitch gone ever come across
hatecheck-data,"Vibe check, I'm still the prettiest bitch. ",2,Vibe check  I m still prettiest bitch ,Vibe check  I m still prettiest bitch 
hatecheck-data,I just gotta be the hottest bitch wherever I go. ,2,I got ta hottest bitch wherever I go ,I got ta hottest bitch wherever I go 
hatecheck-data,They don't want to see bitches like us win. ,2,They nt want see bitches like us win ,They nt want see bitches like us win 
hatecheck-data,Black eyeliner was made for hot bitches like me. ,2,Black eyeliner made hot bitches like ,Black eyeliner made hot bitches like 
hatecheck-data,Sending so much love to all my bad bitches out there. ,2,Sending much love bad bitches ,Sending much love bad bitches 
hatecheck-data,What is it with you fucking women?,2,What fucking women ,What fucking women 
hatecheck-data,What is it with you fucking trans people?,2,What fucking trans people ,What fucking trans people 
hatecheck-data,What is it with you fucking gay people?,2,What fucking gay people ,What fucking gay people 
hatecheck-data,What is it with you fucking black people?,2,What fucking black people ,What fucking black people 
hatecheck-data,What is it with you fucking disabled people?,2,What fucking disabled people ,What fucking disabled people 
hatecheck-data,What is it with you fucking Muslims?,2,What fucking Muslims ,What fucking Muslims 
hatecheck-data,What is it with you fucking immigrants?,2,What fucking immigrants ,What fucking immigrants 
hatecheck-data,Fuck all women. ,2,Fuck women ,Fuck women 
hatecheck-data,Fuck all trans people. ,2,Fuck trans people ,Fuck trans people 
hatecheck-data,Fuck all gay people. ,2,Fuck gay people ,Fuck gay people 
hatecheck-data,Fuck all black people. ,2,Fuck black people ,Fuck black people 
hatecheck-data,Fuck all disabled people. ,2,Fuck disabled people ,Fuck disabled people 
hatecheck-data,Fuck all Muslims. ,2,Fuck Muslims ,Fuck Muslims 
hatecheck-data,Fuck all immigrants. ,2,Fuck immigrants ,Fuck immigrants 
hatecheck-data,All women should fuck off forever. ,2,All women fuck forever ,All women fuck forever 
hatecheck-data,All trans people should fuck off forever. ,2,All trans people fuck forever ,All trans people fuck forever 
hatecheck-data,All gay people should fuck off forever. ,2,All gay people fuck forever ,All gay people fuck forever 
hatecheck-data,All black people should fuck off forever. ,2,All black people fuck forever ,All black people fuck forever 
hatecheck-data,All disabled people should fuck off forever. ,2,All disabled people fuck forever ,All disabled people fuck forever 
hatecheck-data,All Muslims should fuck off forever. ,2,All Muslims fuck forever ,All Muslims fuck forever 
hatecheck-data,All immigrants should fuck off forever. ,2,All immigrants fuck forever ,All immigrants fuck forever 
hatecheck-data,Women should get the fuck out of our country. ,2,Women get fuck country ,Women get fuck country 
hatecheck-data,Trans people should get the fuck out of our country. ,2,Trans people get fuck country ,Trans people get fuck country 
hatecheck-data,Gay people should get the fuck out of our country. ,2,Gay people get fuck country ,Gay people get fuck country 
hatecheck-data,Black people should get the fuck out of our country. ,2,Black people get fuck country ,Black people get fuck country 
hatecheck-data,Disabled people should get the fuck out of our country. ,2,Disabled people get fuck country ,Disabled people get fuck country 
hatecheck-data,Muslims should get the fuck out of our country. ,2,Muslims get fuck country ,Muslims get fuck country 
hatecheck-data,Immigrants should get the fuck out of our country. ,2,Immigrants get fuck country ,Immigrants get fuck country 
hatecheck-data,Women can all go fuck themselves. ,2,Women go fuck ,Women go fuck 
hatecheck-data,Trans people can all go fuck themselves. ,2,Trans people go fuck ,Trans people go fuck 
hatecheck-data,Gay people can all go fuck themselves. ,2,Gay people go fuck ,Gay people go fuck 
hatecheck-data,Black people can all go fuck themselves. ,2,Black people go fuck ,Black people go fuck 
hatecheck-data,Disabled people can all go fuck themselves. ,2,Disabled people go fuck ,Disabled people go fuck 
hatecheck-data,Muslims can all go fuck themselves. ,2,Muslims go fuck ,Muslims go fuck 
hatecheck-data,Immigrants can all go fuck themselves. ,2,Immigrants go fuck ,Immigrants go fuck 
hatecheck-data,These women should shut the fuck up once and for all. ,2,These women shut fuck ,These women shut fuck 
hatecheck-data,These trans people should shut the fuck up once and for all. ,2,These trans people shut fuck ,These trans people shut fuck 
hatecheck-data,These gay people should shut the fuck up once and for all. ,2,These gay people shut fuck ,These gay people shut fuck 
hatecheck-data,These black people should shut the fuck up once and for all. ,2,These black people shut fuck ,These black people shut fuck 
hatecheck-data,These disabled people should shut the fuck up once and for all. ,2,These disabled people shut fuck ,These disabled people shut fuck 
hatecheck-data,These Muslims should shut the fuck up once and for all. ,2,These Muslims shut fuck ,These Muslims shut fuck 
hatecheck-data,These immigrants should shut the fuck up once and for all. ,2,These immigrants shut fuck ,These immigrants shut fuck 
hatecheck-data,Most women are seriously fucked in the head. ,2,Most women seriously fucked head ,Most women seriously fucked head 
hatecheck-data,Most trans people are seriously fucked in the head. ,2,Most trans people seriously fucked head ,Most trans people seriously fucked head 
hatecheck-data,Most gay people are seriously fucked in the head. ,2,Most gay people seriously fucked head ,Most gay people seriously fucked head 
hatecheck-data,Most black people are seriously fucked in the head. ,2,Most black people seriously fucked head ,Most black people seriously fucked head 
hatecheck-data,Most disabled people are seriously fucked in the head. ,2,Most disabled people seriously fucked head ,Most disabled people seriously fucked head 
hatecheck-data,Most Muslims are seriously fucked in the head. ,2,Most Muslims seriously fucked head ,Most Muslims seriously fucked head 
hatecheck-data,Most immigrants are seriously fucked in the head. ,2,Most immigrants seriously fucked head ,Most immigrants seriously fucked head 
hatecheck-data,Women are the worst kind of motherfuckers. ,2,Women worst kind motherfuckers ,Women worst kind motherfuckers 
hatecheck-data,Trans people are the worst kind of motherfuckers. ,2,Trans people worst kind motherfuckers ,Trans people worst kind motherfuckers 
hatecheck-data,Gay people are the worst kind of motherfuckers. ,2,Gay people worst kind motherfuckers ,Gay people worst kind motherfuckers 
hatecheck-data,Black people are the worst kind of motherfuckers. ,2,Black people worst kind motherfuckers ,Black people worst kind motherfuckers 
hatecheck-data,Disabled people are the worst kind of motherfuckers. ,2,Disabled people worst kind motherfuckers ,Disabled people worst kind motherfuckers 
hatecheck-data,Muslims are the worst kind of motherfuckers. ,2,Muslims worst kind motherfuckers ,Muslims worst kind motherfuckers 
hatecheck-data,Immigrants are the worst kind of motherfuckers. ,2,Immigrants worst kind motherfuckers ,Immigrants worst kind motherfuckers 
hatecheck-data,Female lives aren't worth shit. ,2,Female lives nt worth shit ,Female lives nt worth shit 
hatecheck-data,Trans lives aren't worth shit. ,2,Trans lives nt worth shit ,Trans lives nt worth shit 
hatecheck-data,Gay lives aren't worth shit. ,2,Gay lives nt worth shit ,Gay lives nt worth shit 
hatecheck-data,Black lives aren't worth shit. ,2,Black lives nt worth shit ,Black lives nt worth shit 
hatecheck-data,Disabled lives aren't worth shit. ,2,Disabled lives nt worth shit ,Disabled lives nt worth shit 
hatecheck-data,Muslim lives aren't worth shit. ,2,Muslim lives nt worth shit ,Muslim lives nt worth shit 
hatecheck-data,Immigrant lives aren't worth shit. ,2,Immigrant lives nt worth shit ,Immigrant lives nt worth shit 
hatecheck-data,"By nature, women are just shitty human beings. ",2,By nature  women shitty human beings ,By nature  women shitty human beings 
hatecheck-data,"By nature, trans people are just shitty human beings. ",2,By nature  trans people shitty human beings ,By nature  trans people shitty human beings 
hatecheck-data,"By nature, gay people are just shitty human beings. ",2,By nature  gay people shitty human beings ,By nature  gay people shitty human beings 
hatecheck-data,"By nature, black people are just shitty human beings. ",2,By nature  black people shitty human beings ,By nature  black people shitty human beings 
hatecheck-data,"By nature, disabled people are just shitty human beings. ",2,By nature  disabled people shitty human beings ,By nature  disabled people shitty human beings 
hatecheck-data,"By nature, Muslims are just shitty human beings. ",2,By nature  Muslims shitty human beings ,By nature  Muslims shitty human beings 
